id originale,Cote,Auteur.trice,Titre,Année originale,Année,Genre textuel,Domaine,Page,cotexte gauche,pivot (cible),cotexte droit,-5,-4,-3,-2,-1,TEMPS (forme),pour/à (forme),SOI (forme),1,2,3,tri,tri_notes,TEMPS (u.l.),pour/à (u.l.),SOI (u.l.),TEMPS_nombre,SOI_personne,SOI_nombre,verbe combiné (u.l.),verbe_mode,négation
659,E232,GADALA Marie-Thérèse,"A travers la grande grille, t. 1 : Mai 1940 à Octobre 1941",1946,1946,Ecrits non fictionnels,littérature,197,": «  Madame , après ce que vous venez de dire , il ne vous reste plus que deux alternatives : ou la prison ... ou accepter de prendre le thé avec moi . Je vous laisse cinq",minutes pour vous,"décider .   » La jeune femme , réflexion faite , ayant préféré la deuxième solution , l' officier l' emmena au Ritz , lui offrit un thé somptueux , la garda une heure ,",.,Je,vous,laisse,cinq,minutes,pour,vous,décider,.,»,,,,,,,,,,,
660,R613,TZARA Tristan,Le Signe de vie,1946,1946,Ecrits fictionnels,non renseigné,373,sèches alors vous voilà devant une porte et vous ne savez ni entrer ni sortir ayant laissé dehors le monde habitable et accueillant le sens des aveux la douce chaleur du,temps à soi,rien ne vous appartient plus et de même que vous cherchez dans la forêt en courant vous vous cherchez en vous -même devant la justice unanime ballotté par des brises à,aveux,la,douce,chaleur,du,temps,à,soi,rien,ne,vous,oui,,temps,à,soi,sing,3,sing,accueillir?,part?,non
661,E076,WERTH Léon,Déposition : journal 1940-1944 : extraits,1946,1946,Ecrits non fictionnels,littérature,68,"le temps et le travail se confondent . Le temps devient travail , comme il était paresse . On n' a plus affaire qu' à soi -même et au temps . On dispose du temps et on n' a plus une",minute à soi,". 28 novembre Chasser de soi la guerre . Ne plus penser à la France , à l' Angleterre , à l' Allemagne , à la civilisation , à un instable état des mœurs , ne plus souffrir en",on,n',a,plus,une,minute,à,soi,.,28,novembre,oui,,minute,à,soi,sing,3,sing,avoir,ind,oui
662,E076,WERTH Léon,Déposition : journal 1940-1944 : extraits,1946,1946,Ecrits non fictionnels,littérature,234,"1941 , apparaît la Gestapo . Un officier pénètre dans la chambre de Mme Behar , s' assied dans un fauteuil , s' y installe , jambes allongées , et lui dit : «  Vous avez dix",minutes pour vous,"préparer .   » Les Allemands emmènent Mme Behar à Rennes , laissant à Liffré le mari et les enfants . Le lendemain , elle est relâchée . En octobre ou novembre 42 , la",:,«,Vous,avez,dix,minutes,pour,vous,préparer,.,»,,,,,,,,,,,
663,E696,GREEN Julien,Toute ma vie : Journal intégral [3] 1945-1950,1946-1950,1950,Ecrits non fictionnels,littérature,405,", ce qui est déjà épouvantable ) . Je me suis dit que nous avons une si grande peur de ce dogme que nous ne voulons plus même qu' il en soit question et que nous passons notre",temps à nous,"rassurer les uns les autres , alors que les révélations des saints sont à peu près toutes d' accord pour nous dire que beaucoup d' âmes se perdent et même de celles qui",et,que,nous,passons,notre,temps,à,nous,rassurer,les,uns,,,,,,,,,,,
664,R526,AYMÉ Marcel,Le Vin de Paris,1947,1947,Ecrits fictionnels,littérature,202,"de vous arranger . Aussi , vous parlez si on se dépêchait . On avait beau avoir le ventre vide , on marchait comme des dératés . C' est qu' il fallait à tout prix arriver à",temps pour vous,"éviter des ennuis . Le peintre n' était pas dupe de ses bavardages captieux , mais les lui pardonnait volontiers . D' ailleurs , Balavoine , encore transi de gratitude ,",à,tout,prix,arriver,à,temps,pour,vous,éviter,des,ennuis,,,,,,,,,,,
665,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,23,"chaude brise souffle , je me sens très heureuse , très proche de vous . Il me fallait du repos , du sommeil et de la paix ; j' ai envie de me remettre au travail , de lire , d' avoir du",temps à moi,", du loisir , pour réfléchir et me souvenir . Les amis que j' ai rencontrés ces jours -ci m' ont presque tous paru glacés ou du moins froids ; vous m' avez pervertie , vous qui",lire,",",d',avoir,du,temps,à,moi,",",du,loisir,,,,,,,,,,,
666,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,44,"peux trouver le moyen de le faire , c' est absolument sûr . Donc même si vous ne pouvez pas venir en France , Dieu ni les chevaux ne venant à votre secours , nous aurons un grand",temps à nous,". Peut-être que nous achèterons une voiture , quitte à la revendre après , peut-être que nous sillonnerons le pays en avion et en car , nous resterons un bon moment à La",",",nous,aurons,un,grand,temps,à,nous,.,Peut-être,que,,,,,,,,,,,
667,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,623,"sommes obligés d' y aller malgré sa profonde inutilité . VENDREDI Le feu ronronne , sur ma table de beaux œillets rouges , la boîte à musique vient de se taire — un bon",moment pour vous,"écrire . Bost , le secrétaire et Guyonnet ont assisté au massacre de Stock par Robinson , épatés par son arrivée impériale dans la salle , entouré de quatre",se,taire,—,un,bon,moment,pour,vous,écrire,.,Bost,,,,,,,,,,,
668,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,656,", mais moins follement . On a ôté dix dents à la femme laide , seul changement survenu en elle . Le vieux Gide s' éteint doucement : prix Nobel , 81 ans , peut-être est -il",temps pour lui,"de s' en aller , mais certains montrent une hâte répugnante , on a déjà réclamé à Sartre des articles nécrologiques ! Il a refusé , bien entendu . Les Mouches se",ans,",",peut-être,est,-il,temps,pour,lui,de,s',en,,,,,,,,,,,
669,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,682,". C' est un sentiment qu' il faut combattre .   » Elle vivait depuis dix ans avec un homme de 35 ans plus jeune qu' elle , qui lui a déclaré , maintenant qu' il en a 28 : «  Il est",temps pour moi,"de connaître d' autres femmes . Tu as eu des tas d' hommes , je ne peux pas avoir que toi !   » Après avoir versé quelques larmes elle a précisé : «  Le seul remède , c' est",28,:,«,Il,est,temps,pour,moi,de,connaître,d',,,,,,,,,,,
670,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,744,", il a fallu acheter une bâche , peiner longuement pour l' arrimer , et pour finir nous n' avons quitté Paris qu' à midi . Tant pis , nous avons roulé vite , pris un grand",temps pour nous,"régaler dans des «  tape - troncs  » , visité plusieurs villes et admirer des paysages , en suivant non la nationale classique mais de petites routes campagnardes",vite,",",pris,un,grand,temps,pour,nous,régaler,dans,des,,,,,,,,,,,
671,E338,BEAUVOIR Simone de,Lettres à Nelson Algren : un amour transatlantique 1947-1964.,1947,1947,Ecrits non fictionnels,littérature,794,"pas sûre d' avoir réussi . Mais les amis m' aident , me rendent courage , Sartre avant tout , aussi important et secourable que jamais . En conclusion , oui , tout va bien en ce",moment pour moi,". Tout irait parfaitement bien si vous aussi étiez positivement heureux , pas seulement « pas malheureux » , et si nous jouissions d' une amitié vivante , en chair et en",tout,va,bien,en,ce,moment,pour,moi,.,Tout,irait,,,,,,,,,,,
672,R766,FALLET René,Carnets de jeunesse,1947,1947,Ecrits fictionnels,non renseigné,283,bavard . Aussitôt une conversation animée s' engage entre lui et moi . Pas question d' être gêné . Les deux femmes n' en placent pas une . Nous passons notre,temps à nous,"couper la parole . Faut croire que nous avons bien des choses à nous dire ... Il a lu le bouquin et cela se sent , car il en parle beaucoup en m' appelant Bernard avec un sourire .",une,.,Nous,passons,notre,temps,à,nous,couper,la,parole,,,,,,,,,,,
673,S309,VIAN Boris,L'Écume des jours,1947,1947,Ecrits fictionnels,non renseigné,169,"j' aurai une cérémonie décente ? dit Colin . - Je ne veux même pas envisager cette solution , dit le Religieux . Vous irez bien jusqu' à cent cinquante . - Je mettrai du",temps à vous,"le payer . - Vous avez un travail ... vous me signerez un petit papier ... - Si vous voulez , dit Colin . - Dans ces conditions , dit le Religieux , peut-être irez -vous jusqu' à",.,-,Je,mettrai,du,temps,à,vous,le,payer,.,non,,temps,à,vous,sing,2,?,,,
674,S734,ARAGON Louis,Les Voyageurs de l'impériale,1947,1947,Ecrits fictionnels,non renseigné,414,"pas : elle n' a pas le choix de jouer ou de ne pas jouer , c' est tout ce qu' elle peut faire . Physiquement , moralement aussi sans doute . C' est tout ce qui disqualifie encore le",temps pour elle,". C' est tout ce qui le peuple , et c' est tout ce qui le tue . Par elle , par son visage froid et pâle , par ses yeux vides , ses mains molles , son souffle court , Pierre Mercadier",ce,qui,disqualifie,encore,le,temps,pour,elle,.,C',est,,,,,,,,,,,
675,R615,TZARA Tristan,La Fuite,1947,1947,Ecrits fictionnels,non renseigné,499,longuement ligotée c' était le temps QUELQUES VOIX en choeur . C' était le temps LE RéCITANT . C' était le temps où la jeunesse prenait la libre vie du vin du vin de l' air le,temps à soi,comme apprenti les mouvements heurtés de la trop jeune liberté s' ouvrant s' entrechoquaient dans l' absence de tout reste derrière soi telle était la vie avait -il cru,vin,de,l',air,le,temps,à,soi,comme,apprenti,les,,,,,,,,,,,
676,S488,ÉLUARD Paul,Poèmes politiques,1948,1948,Ecrits fictionnels,non renseigné,222,leur coeur innocent Je le sais je parle pour eux Ils parlent pour moi nos mots sont les mêmes Notre rue mène à d' autres rues à d' autres hommes À d' autres temps et dans le,temps à toi,"Paul Vaillant - Couturier qui fus semblable à nous Et qui jurais par nous et nous jurons par toi Qu' un jour la vie sera meilleure . APRÈS , DIT DE LA FORCE DE L' AMOUR APRÈS DIT",autres,temps,et,dans,le,temps,à,toi,Paul,Vaillant,-,,,,,,,,,,,
677,L699,DRUON Maurice,Les Grandes familles : t. 2,1948,1948,Ecrits fictionnels,non renseigné,88,"pour vous sur Ginger Boy . "" - ah ! à propos , mon cher ministre , reprit -il , il y a bien longtemps que je suis officier de la Légion d' honneur . Vous ne croyez pas qu' il serait",temps pour moi,"de songer à la cravate ? Et puis justement , étant donné ce qui se passe , enfin vous me comprenez ... Vous êtes sûr ? Ah ! Oui , en effet , le père et le fils dans la même",croyez,pas,qu',il,serait,temps,pour,moi,de,songer,à,,,,,,,,,,,
678,K668,BERNANOS Georges,Un mauvais rêve,1948,1948,Ecrits fictionnels,non renseigné,888,"familier une espèce d' amitié obscure mêlée de rancune , avec on ne sait quoi de fraternel . - allons , dit Philippe , pas de blagues . Je me demande pourquoi nous passons le",temps à nous,"chamailler , c' est la maison qui veut ça . Quoi ! Nous sommes ici comme des sages parmi les fous . Car les vieux sont fous , j' en suis sûr , la vieillesse est une démence . Il y a",demande,pourquoi,nous,passons,le,temps,à,nous,chamailler,",",c',,,,,,,,,,,
679,K883,SIMENON Georges,Les Vacances de Maigret,1948,1948,Ecrits fictionnels,non renseigné,72,"aussi ... c' était le même genre d' homme ... pas causant ... et pourtant on ne peut pas dire qu' ils soient fiers ... ce sont des messieurs , quoi , mais il ne sont pas tout le",temps à vous,"le faire sentir ... la mère , par exemple , c' est une autre paire de manches ... celle -là , M. Maigret , permettez à la Popine de vous le dire c' est une vraie gale ... et , s' il",ne,sont,pas,tout,le,temps,à,vous,le,faire,sentir,,,,,,,,,,,
680,S602,VIAN Boris,Le Grand sommeil [trad.],1948,1948,Ecrits fictionnels,littérature,177,"cas , c' étaient mes souvenirs . Je ne pouvais plus supporter sa présence . Son injure me l' avait rappelé . Je commençai en détachant mes mots : - Je vous donne trois",minutes pour vous,"habiller et foutre le camp . Si vous n' êtes pas sortie dans trois minutes , je vous flanque dehors . De force . Dans l' état où vous êtes , à poil . Et je balance vos",-,Je,vous,donne,trois,minutes,pour,vous,habiller,et,foutre,non,,minute,pour,vous,plur,2,?,,,
681,R792,COLETTE ,La vagabonde,1949,1949,Ecrits fictionnels,non renseigné,200,"? - Si . C' est le voyage ... avec moi ! Je répète : - Avec vous ? Pendant quarante-cinq jours ! Vous n' avez donc rien à faire ? - Oh ! si ! Depuis que je vous connais , je n' ai pas une",minute à moi,", Renée . C' est gentiment répondu , mais ... Je contemple , déconcertée , cet homme qui n' a rien à faire , qui trouve de l' argent dans sa poche à toute heure ... Il n' a rien",je,n',ai,pas,une,minute,à,moi,",",Renée,.,,,,,,,,,,,
682,R792,COLETTE ,La vagabonde,1949,1949,Ecrits fictionnels,non renseigné,245,"aimé les femmes : elles en gardent un attrait indéfinissable , et que vous ne percevez jamais , vous autres hommes ... Mon Dieu , comme je vous écris ! Je passerais tout mon",temps à vous,"écrire , j' y ai moins d' effort , je crois , qu' à vous parler . Embrassez -moi ! il fait presque nuit , c' est la mauvaise heure . Embrassez -moi bien serré , bien serré ! Votre",!,Je,passerais,tout,mon,temps,à,vous,écrire,",",j',,,,,,,,,,,
683,E305,GIONO Jean,Les Âmes fortes,1950,1950,Ecrits fictionnels,littérature,277,"celui -là il y en aurait à raconter . Une chose seulement : on ne le voyait jamais sans des morceaux de sparadrap sur la figure ou des pansements , car les gens passaient leur",temps à lui,voler sur le poil et à lui flanquer des tripotées . Au juge de paix il y était toutes les semaines et on ne disait pas grand-chose à ceux qui le traitaient de cette façon . M.,car,les,gens,passaient,leur,temps,à,lui,voler,sur,le,,,,,,,,,,,
684,R698,BAZIN Hervé,La Mort du petit cheval,1950,1950,Ecrits fictionnels,non renseigné,178,"fait des sacrifices , j' ai un peu couché avec toi ... Bah ! Il fallait bien moucher le gosse . Enfin Paule se retrouve : - Parlons sérieusement . Je m' en vais parce qu' il est",temps pour toi,"que je m' en aille . Je ne te le cache pas , j' ai cru au début que tu finirais par t' acoquiner avec n' importe quelle coureuse un peu maline . Les hommes de ton milieu , dès qu' ils",vais,parce,qu',il,est,temps,pour,toi,que,je,m',,,,,,,,,,,
685,S520,NIMIER Roger,Le Hussard bleu,1950,1950,Ecrits fictionnels,non renseigné,68,"partout ) , il fouille dans sa montre . Il nous traite de lâches , de déserteurs , de poseurs de ses deux ; je ne sais à quoi il fait allusion . Il nous accuse de passer plus de",temps à nous,gominer les cheveux qu' à poursuivre l' Allemand . C' est un peu exagéré . Maximian se coiffe très sommairement et il extermine les Fridolins jusque dans ses prières .,accuse,de,passer,plus,de,temps,à,nous,gominer,les,cheveux,non,,temps,à,nous,sing,1,plur,,,
686,S267,DURAS Marguerite,Un barrage contre le Pacifique,1950,1950,Ecrits fictionnels,non renseigné,217,"part vraiment très large , je suis très libre . J' ai toujours affaire aux directeurs . Vous comprenez qu' à ce stade -là tout se règle sur le papier . Alors j' ai beaucoup de",temps à moi,". Comme ça , se dit Suzanne , j' aurais même pas l' occasion de fiche le camp avec un autre . Fichue , la porte de sortie , comme dit Carmen . - Vous parlez bien le français , dit",Alors,j',ai,beaucoup,de,temps,à,moi,.,Comme,ça,,,,,,,,,,,
687,R937,GENEVOIX Maurice,Ceux de 14,1950,1950,Ecrits fictionnels,non renseigné,14,"rien , absolument rien ! Je vois J. . . qui parle à l' oreille du capitaine , dont le visage prend tout de suite une expression d' immense stupeur : «  Cessez le feu ! Au temps ! Au",temps pour moi,"!...  » J. . . redescend en se tordant , et du doigt il nous montre des rangées de javelles alignées à la crête . Sur la route , s' acheminant vers le village , des soldats",!,Au,temps,!,Au,temps,pour,moi,!...,»,J.,,,,,,,,,,,
